     0.47            2.1027        0.00459024         0.0510691          0.060436
     0.79           2.90926        0.00549072         0.0733446         0.0870291
     1.10           4.20698         0.0066258          0.113025          0.134952
     1.41           6.31801        0.00830847          0.183179          0.219839
     1.73           10.0285         0.0108575          0.311649          0.373429
     2.04           17.4105         0.0149115          0.575387          0.686813
     2.36           35.7886         0.0226317           1.25589           1.48693
     2.67           102.567         0.0425946           3.80722           4.44408
     2.98            515.69          0.216786           24.6505           24.4198

  ----   A_FB vs Qll    ----

    67.25         -0.046064        0.00715307        0.00180905        0.00169438
    69.75        -0.0392414        0.00604785        0.00182769        0.00176173
    72.25        -0.0456497        0.00677033        0.00182064         0.0016876
    74.75        -0.0336499        0.00590168       0.000942117        0.00090957
    77.25        -0.0425234        0.00599042       0.000556663       0.000506565
    79.75        -0.0180998        0.00526318       0.000556205       0.000534019
    82.25         -0.013607        0.00329986       0.000714948        0.00070795
    84.75         0.0338236         0.0119877       0.000990693       0.000908462
    87.25        0.00400738        0.00303448       0.000402997       0.000400485
    89.75         0.0183257        0.00102633       0.000871418       0.000887245
    92.25         0.0213411        0.00095111        0.00142658        0.00145264
    94.75           0.03409        0.00174811        0.00201507        0.00205723
    97.25          0.047406        0.00262748        0.00236513        0.00239983
    99.75          0.052446        0.00361463        0.00304122        0.00307464
   102.25          0.068938        0.00449081        0.00285864        0.00302441
   104.75         0.0526473        0.00467036        0.00419597        0.00433098
   107.25         0.0764758        0.00573457         0.0042217        0.00438224
   109.75         0.0913864        0.00628556        0.00464121        0.00467234
   112.25         0.0948901        0.00733537        0.00430803        0.00451221
   114.75          0.105831        0.00853458        0.00378623        0.00394022

  ----   A0 vs ZpT      ----

     5.00           2.02231        0.00237832         0.0108784         0.0123595
    15.00           2.02398        0.00123191        0.00568492        0.00520773
    25.00           2.18959        0.00168235        0.00500734         0.0046233
    35.00           2.28129        0.00232584        0.00488633        0.00459117
    45.00           2.24538        0.00302182        0.00547961        0.00509859
    55.00           1.97897        0.00376389        0.00716941        0.00670226
    65.00           1.55888         0.0043653        0.00847195        0.00794105
    75.00           1.22866        0.00502662        0.00908073          0.008438
    85.00          0.987569          0.005779        0.00867856        0.00812981
    95.00            0.8086        0.00676508        0.00816846        0.00765649

  ----   A1 vs ZpT      ----

     5.00         0.0859253        0.00276972         0.0022461         0.0024781
    15.00         0.0733905       0.000973029       0.000717016       0.000652583
